"2014-06-30", "NaN-NaN-NaN", 122.84 
"2014-09-30", "NaN-NaN-NaN", -475.24 
"2014-12-31", "NaN-NaN-NaN", -3741.00 
"2015-03-31", "NaN-NaN-NaN", 1307.43 
"2015-06-30", "NaN-NaN-NaN", 2642.52 
"2015-09-30", "NaN-NaN-NaN", 649.82 
"2015-12-31", "NaN-NaN-NaN", 682.71 
"2016-03-31", "NaN-NaN-NaN", 1608.73 
"2016-06-30", "NaN-NaN-NaN", 2383.51 
"2016-09-30", "2016-11-01 ", 1806.10 
"2016-12-31", "NaN-NaN-NaN", 2134.86 
"2017-03-31", "2017-05-11 ", 4276.91 
"2017-06-30", "NaN-NaN-NaN", 1430.59 
"2017-09-30", "NaN-NaN-NaN", 2519.00 
"2017-12-31", "NaN-NaN-NaN", 2333.22 
"2018-03-31", "2018-05-08 ", 2401.00 
"2018-06-30", "2018-08-09 ", 2066.53 
"2018-09-30", "2018-11-08 ", 3270.61 
"2018-12-31", "2019-01-31 ", 1792.85 
"2019-03-31", "2019-05-08 ", 1656.00 
"2019-06-30", "2019-08-08 ", 1691.78 
